PrognLL_Brin,PrognLL_ImportJaar,PrognLL_PrognoseJaar,PrognLL_AantalLL,PrognLL_InvoerWie,PrognLL_InvoerWanneer
17AV00,2011,2014,146,eneheuvel,23-09-11
17AV00,2011,2015,145,eneheuvel,23-09-11
17BP00,2010,2010,231,eneheuvel,23-09-11
17BP00,2011,2011,249,eneheuvel,23-09-11
17BP00,2011,2016,221,eneheuvel,23-09-11
17BP00,2011,2017,219,eneheuvel,23-09-11
17BP00,2011,2018,213,eneheuvel,23-09-11
17BP00,2011,2019,213,eneheuvel,23-09-11
17BP00,2011,2020,213,eneheuvel,23-09-11
17BP00,2011,2025,210,eneheuvel,23-09-11
17BP00,2011,2030,210,eneheuvel,23-09-11
17BP00,2011,2035,210,eneheuvel,23-09-11
17BP00,2011,2012,244,eneheuvel,23-09-11
17BP00,2011,2013,238,eneheuvel,23-09-11
17BP00,2011,2014,231,eneheuvel,23-09-11
17BP00,2011,2015,223,eneheuvel,23-09-11
17DA00,2010,2010,128,eneheuvel,23-09-11
17DA00,2011,2011,106,eneheuvel,23-09-11
17DA00,2011,2016,104,eneheuvel,23-09-11
17DA00,2011,2017,106,eneheuvel,23-09-11
17DA00,2011,2018,109,eneheuvel,23-09-11
17DA00,2011,2019,110,eneheuvel,23-09-11
17DA00,2011,2020,110,eneheuvel,23-09-11
17DA00,2011,2025,110,eneheuvel,23-09-11
17DA00,2011,2030,109,eneheuvel,23-09-11
17DA00,2011,2035,109,eneheuvel,23-09-11
17DA00,2011,2012,101,eneheuvel,23-09-11
17DA00,2011,2013,99,eneheuvel,23-09-11
17DA00,2011,2014,99,eneheuvel,23-09-11
17DA00,2011,2015,101,eneheuvel,23-09-11
17DK00,2010,2010,119,eneheuvel,23-09-11
17DK00,2011,2011,139,eneheuvel,23-09-11
17DK00,2011,2016,132,eneheuvel,23-09-11
17DK00,2011,2017,127,eneheuvel,23-09-11
17DK00,2011,2018,119,eneheuvel,23-09-11
17DK00,2011,2019,120,eneheuvel,23-09-11
17DK00,2011,2020,121,eneheuvel,23-09-11
17DK00,2011,2025,120,eneheuvel,23-09-11
17DK00,2011,2030,118,eneheuvel,23-09-11
17DK00,2011,2035,118,eneheuvel,23-09-11
17DK00,2011,2012,145,eneheuvel,23-09-11
17DK00,2011,2013,146,eneheuvel,23-09-11
17DK00,2011,2014,147,eneheuvel,23-09-11
17DK00,2011,2015,140,eneheuvel,23-09-11
17DV00,2010,2010,296,eneheuvel,23-09-11
17DV00,2011,2011,329,eneheuvel,23-09-11
17DV00,2011,2016,301,eneheuvel,23-09-11
17DV00,2011,2017,299,eneheuvel,23-09-11
17DV00,2011,2018,296,eneheuvel,23-09-11
17DV00,2011,2019,299,eneheuvel,23-09-11
17DV00,2011,2020,300,eneheuvel,23-09-11
17DV00,2011,2025,298,eneheuvel,23-09-11
17DV00,2011,2030,293,eneheuvel,23-09-11
17DV00,2011,2035,291,eneheuvel,23-09-11
17DV00,2011,2012,329,eneheuvel,23-09-11
17DV00,2011,2013,323,eneheuvel,23-09-11
17DV00,2011,2014,316,eneheuvel,23-09-11
17DV00,2011,2015,307,eneheuvel,23-09-11
17FI00,2010,2010,214,eneheuvel,23-09-11
17FI00,2011,2011,204,eneheuvel,23-09-11
17FI00,2011,2016,202,eneheuvel,23-09-11
17FI00,2011,2017,203,eneheuvel,23-09-11
17FI00,2011,2018,205,eneheuvel,23-09-11
17FI00,2011,2019,209,eneheuvel,23-09-11
17FI00,2011,2020,213,eneheuvel,23-09-11
17FI00,2011,2025,238,eneheuvel,23-09-11
17FI00,2011,2030,269,eneheuvel,23-09-11
17FI00,2011,2035,297,eneheuvel,23-09-11
17FI00,2011,2012,205,eneheuvel,23-09-11
17FI00,2011,2013,204,eneheuvel,23-09-11
17FI00,2011,2014,204,eneheuvel,23-09-11
17FI00,2011,2015,204,eneheuvel,23-09-11
17LP00,2010,2010,138,eneheuvel,23-09-11
17LP00,2011,2011,141,eneheuvel,23-09-11
17LP00,2011,2016,150,eneheuvel,23-09-11
17LP00,2011,2017,149,eneheuvel,23-09-11
17LP00,2011,2018,149,eneheuvel,23-09-11
17LP00,2011,2019,152,eneheuvel,23-09-11
17LP00,2011,2020,152,eneheuvel,23-09-11
17LP00,2011,2025,151,eneheuvel,23-09-11
17LP00,2011,2030,150,eneheuvel,23-09-11
17LP00,2011,2035,150,eneheuvel,23-09-11
17LP00,2011,2012,144,eneheuvel,23-09-11
17LP00,2011,2013,148,eneheuvel,23-09-11
17LP00,2011,2014,148,eneheuvel,23-09-11
17LP00,2011,2015,149,eneheuvel,23-09-11
17MH00,2010,2010,130,eneheuvel,23-09-11
17MH00,2011,2011,263,eneheuvel,23-09-11
17MH00,2011,2016,228,eneheuvel,23-09-11
17MH00,2011,2017,230,eneheuvel,23-09-11
17MH00,2011,2018,231,eneheuvel,23-09-11
17MH00,2011,2019,234,eneheuvel,23-09-11
17MH00,2011,2020,235,eneheuvel,23-09-11
17MH00,2011,2025,231,eneheuvel,23-09-11
17MH00,2011,2030,231,eneheuvel,23-09-11
17MH00,2011,2035,231,eneheuvel,23-09-11
17MH00,2011,2012,248,eneheuvel,23-09-11
17MH00,2011,2013,240,eneheuvel,23-09-11
17MH00,2011,2014,231,eneheuvel,23-09-11
17MH00,2011,2015,229,eneheuvel,23-09-11
21KO00,2010,2010,187,eneheuvel,23-09-11
21KO00,2011,2011,300,eneheuvel,23-09-11
21KO00,2011,2016,300,eneheuvel,23-09-11
21KO00,2011,2017,304,eneheuvel,23-09-11
21KO00,2011,2018,311,eneheuvel,23-09-11
21KO00,2011,2019,311,eneheuvel,23-09-11
21KO00,2011,2020,310,eneheuvel,23-09-11
21KO00,2011,2025,310,eneheuvel,23-09-11
21KO00,2011,2030,309,eneheuvel,23-09-11
21KO00,2011,2035,310,eneheuvel,23-09-11
21KO00,2011,2012,297,eneheuvel,23-09-11
21KO00,2011,2013,291,eneheuvel,23-09-11
21KO00,2011,2014,294,eneheuvel,23-09-11
21KO00,2011,2015,299,eneheuvel,23-09-11
21NC00,2010,2010,173,eneheuvel,23-09-11
21NC00,2011,2011,166,eneheuvel,23-09-11
21NC00,2011,2016,153,eneheuvel,23-09-11
21NC00,2011,2017,146,eneheuvel,23-09-11
21NC00,2011,2018,140,eneheuvel,23-09-11
21NC00,2011,2019,142,eneheuvel,23-09-11
21NC00,2011,2020,144,eneheuvel,23-09-11
21NC00,2011,2025,146,eneheuvel,23-09-11
21NC00,2011,2030,147,eneheuvel,23-09-11
21NC00,2011,2035,146,eneheuvel,23-09-11
21NC00,2011,2012,170,eneheuvel,23-09-11
21NC00,2011,2013,168,eneheuvel,23-09-11
21NC00,2011,2014,164,eneheuvel,23-09-11
21NC00,2011,2015,158,eneheuvel,23-09-11
21ND00,2010,2010,196,eneheuvel,23-09-11
23ZV00,2011,2025,182,eneheuvel,23-09-11
23ZV00,2011,2030,185,eneheuvel,23-09-11
23ZV00,2011,2035,187,eneheuvel,23-09-11
23ZV00,2011,2012,209,eneheuvel,23-09-11
23ZV00,2011,2013,198,eneheuvel,23-09-11
23ZV00,2011,2014,186,eneheuvel,23-09-11
23ZV00,2011,2015,182,eneheuvel,23-09-11
23ZW00,2010,2010,450,eneheuvel,23-09-11
23ZW00,2011,2011,428,eneheuvel,23-09-11
23ZW00,2011,2016,374,eneheuvel,23-09-11
23ZW00,2011,2017,375,eneheuvel,23-09-11
23ZW00,2011,2018,379,eneheuvel,23-09-11
23ZW00,2011,2019,382,eneheuvel,23-09-11
23ZW00,2011,2020,382,eneheuvel,23-09-11
23ZW00,2011,2025,390,eneheuvel,23-09-11
23ZW00,2011,2030,392,eneheuvel,23-09-11
23ZW00,2011,2035,387,eneheuvel,23-09-11
23ZW00,2011,2012,416,eneheuvel,23-09-11
23ZW00,2011,2013,399,eneheuvel,23-09-11
23ZW00,2011,2014,383,eneheuvel,23-09-11
23ZW00,2011,2015,376,eneheuvel,23-09-11
23ZX00,2010,2010,347,eneheuvel,23-09-11
23ZX00,2011,2011,312,eneheuvel,23-09-11
23ZX00,2011,2016,264,eneheuvel,23-09-11
23ZX00,2011,2017,260,eneheuvel,23-09-11
23ZX00,2011,2018,258,eneheuvel,23-09-11
23ZX00,2011,2019,256,eneheuvel,23-09-11
23ZX00,2011,2020,255,eneheuvel,23-09-11
23ZX00,2011,2025,265,eneheuvel,23-09-11
23ZX00,2011,2030,294,eneheuvel,23-09-11
23ZX00,2011,2035,322,eneheuvel,23-09-11
23ZX00,2011,2012,299,eneheuvel,23-09-11
23ZX00,2011,2013,287,eneheuvel,23-09-11
23ZX00,2011,2014,275,eneheuvel,23-09-11
23ZX00,2011,2015,268,eneheuvel,23-09-11
23ZY00,2010,2010,330,eneheuvel,23-09-11
23ZY00,2011,2011,359,eneheuvel,23-09-11
23ZY00,2011,2016,319,eneheuvel,23-09-11
23ZY00,2011,2017,313,eneheuvel,23-09-11
23ZY00,2011,2018,310,eneheuvel,23-09-11
23ZY00,2011,2019,313,eneheuvel,23-09-11
23ZY00,2011,2020,315,eneheuvel,23-09-11
23ZY00,2011,2025,324,eneheuvel,23-09-11
23ZY00,2011,2030,328,eneheuvel,23-09-11
23ZY00,2011,2035,328,eneheuvel,23-09-11
23ZY00,2011,2012,363,eneheuvel,23-09-11
23ZY00,2011,2013,351,eneheuvel,23-09-11
23ZY00,2011,2014,337,eneheuvel,23-09-11
23ZY00,2011,2015,327,eneheuvel,23-09-11
24EJ00,2010,2010,235,eneheuvel,23-09-11
24EJ00,2011,2011,205,eneheuvel,23-09-11
24EJ00,2011,2016,226,eneheuvel,23-09-11
24EJ00,2011,2017,231,eneheuvel,23-09-11
24EJ00,2011,2018,237,eneheuvel,23-09-11
24EJ00,2011,2019,237,eneheuvel,23-09-11
24EJ00,2011,2020,236,eneheuvel,23-09-11
24EJ00,2011,2025,241,eneheuvel,23-09-11
24EJ00,2011,2030,254,eneheuvel,23-09-11
24EJ00,2011,2035,267,eneheuvel,23-09-11
24EJ00,2011,2012,205,eneheuvel,23-09-11
24EJ00,2011,2013,207,eneheuvel,23-09-11
24EJ00,2011,2014,213,eneheuvel,23-09-11
24EJ00,2011,2015,221,eneheuvel,23-09-11
24FT00,2010,2010,239,eneheuvel,23-09-11
24MR00,2010,2010,262,eneheuvel,23-09-11
24MR00,2011,2011,269,eneheuvel,23-09-11
24MR00,2011,2016,228,eneheuvel,23-09-11
24MR00,2011,2017,223,eneheuvel,23-09-11
24MR00,2011,2018,217,eneheuvel,23-09-11
24MR00,2011,2019,220,eneheuvel,23-09-11
24MR00,2011,2020,222,eneheuvel,23-09-11
24MR00,2011,2025,229,eneheuvel,23-09-11
24MR00,2011,2030,234,eneheuvel,23-09-11
24MR00,2011,2035,234,eneheuvel,23-09-11
24MR00,2011,2012,257,eneheuvel,23-09-11
24MR00,2011,2013,246,eneheuvel,23-09-11
24MR00,2011,2014,238,eneheuvel,23-09-11
24MR00,2011,2015,232,eneheuvel,23-09-11
24RK00,2010,2010,172,eneheuvel,23-09-11
24RK00,2011,2011,160,eneheuvel,23-09-11
24RK00,2011,2016,144,eneheuvel,23-09-11
24RK00,2011,2017,143,eneheuvel,23-09-11
24RK00,2011,2018,144,eneheuvel,23-09-11
24RK00,2011,2019,144,eneheuvel,23-09-11
24RK00,2011,2020,144,eneheuvel,23-09-11
24RK00,2011,2025,148,eneheuvel,23-09-11
24RK00,2011,2030,156,eneheuvel,23-09-11
24RK00,2011,2035,164,eneheuvel,23-09-11
24RK00,2011,2012,154,eneheuvel,23-09-11
24RK00,2011,2013,151,eneheuvel,23-09-11
24RK00,2011,2014,146,eneheuvel,23-09-11
24RK00,2011,2015,144,eneheuvel,23-09-11
24UN00,2010,2010,261,eneheuvel,23-09-11
24UN00,2011,2011,251,eneheuvel,23-09-11
24UN00,2011,2016,209,eneheuvel,23-09-11
24UN00,2011,2017,209,eneheuvel,23-09-11
24UN00,2011,2018,210,eneheuvel,23-09-11
24UN00,2011,2019,209,eneheuvel,23-09-11
24UN00,2011,2020,208,eneheuvel,23-09-11
24UN00,2011,2025,211,eneheuvel,23-09-11
24UN00,2011,2030,214,eneheuvel,23-09-11
24UN00,2011,2035,215,eneheuvel,23-09-11
24UN00,2011,2012,239,eneheuvel,23-09-11
24UN00,2011,2013,223,eneheuvel,23-09-11
24UN00,2011,2014,215,eneheuvel,23-09-11
24UN00,2011,2015,209,eneheuvel,23-09-11
25CF00,2010,2010,201,eneheuvel,23-09-11
25CF00,2011,2011,180,eneheuvel,23-09-11
25CF00,2011,2016,145,eneheuvel,23-09-11
25CF00,2011,2017,147,eneheuvel,23-09-11
25CF00,2011,2018,151,eneheuvel,23-09-11
25CF00,2011,2019,151,eneheuvel,23-09-11
25CF00,2011,2020,151,eneheuvel,23-09-11
25CF00,2011,2025,155,eneheuvel,23-09-11
25CF00,2011,2030,158,eneheuvel,23-09-11
25CF00,2011,2035,160,eneheuvel,23-09-11
25CF00,2011,2012,165,eneheuvel,23-09-11
25CF00,2011,2013,154,eneheuvel,23-09-11
25CF00,2011,2014,148,eneheuvel,23-09-11
25CF00,2011,2015,146,eneheuvel,23-09-11
25KT00,2010,2010,534,eneheuvel,23-09-11
25KT00,2011,2011,480,eneheuvel,23-09-11
25KT00,2011,2016,362,eneheuvel,23-09-11
25KT00,2011,2017,361,eneheuvel,23-09-11
25KT00,2011,2018,367,eneheuvel,23-09-11
25KT00,2011,2019,368,eneheuvel,23-09-11
25KT00,2011,2020,370,eneheuvel,23-09-11
25KT00,2011,2025,377,eneheuvel,23-09-11
25KT00,2011,2030,379,eneheuvel,23-09-11
25KT00,2011,2035,376,eneheuvel,23-09-11
25KT00,2011,2012,442,eneheuvel,23-09-11
25KT00,2011,2013,409,eneheuvel,23-09-11
25KT00,2011,2014,385,eneheuvel,23-09-11
25KT00,2011,2015,367,eneheuvel,23-09-11
25KU00,2010,2010,400,eneheuvel,23-09-11
25KU00,2011,2011,369,eneheuvel,23-09-11
25KU00,2011,2016,277,eneheuvel,23-09-11
25KU00,2011,2017,275,eneheuvel,23-09-11
25KU00,2011,2018,279,eneheuvel,23-09-11
25KU00,2011,2019,282,eneheuvel,23-09-11
25KU00,2011,2020,285,eneheuvel,23-09-11
25KU00,2011,2025,293,eneheuvel,23-09-11
25KU00,2011,2030,295,eneheuvel,23-09-11
25KU00,2011,2035,292,eneheuvel,23-09-11
25KU00,2011,2012,338,eneheuvel,23-09-11
25KU00,2011,2013,317,eneheuvel,23-09-11
25KU00,2011,2014,298,eneheuvel,23-09-11
25KU00,2011,2015,285,eneheuvel,23-09-11
25KV00,2010,2010,361,eneheuvel,23-09-11
25KV00,2011,2011,321,eneheuvel,23-09-11
25KV00,2011,2016,236,eneheuvel,23-09-11
25KV00,2011,2017,235,eneheuvel,23-09-11
25KV00,2011,2018,236,eneheuvel,23-09-11
25KV00,2011,2019,233,eneheuvel,23-09-11
25KV00,2011,2020,230,eneheuvel,23-09-11
25KV00,2011,2025,228,eneheuvel,23-09-11
25KV00,2011,2030,233,eneheuvel,23-09-11
25KV00,2011,2035,235,eneheuvel,23-09-11
25KV00,2011,2012,291,eneheuvel,23-09-11
25KV00,2011,2013,271,eneheuvel,23-09-11
25KV00,2011,2014,252,eneheuvel,23-09-11
25KV00,2011,2015,239,eneheuvel,23-09-11
26AB00,2010,2010,421,eneheuvel,23-09-11
26AB00,2011,2011,386,eneheuvel,23-09-11
26AB00,2011,2016,312,eneheuvel,23-09-11
26AB00,2011,2017,308,eneheuvel,23-09-11
26AB00,2011,2018,305,eneheuvel,23-09-11
26AB00,2011,2019,301,eneheuvel,23-09-11
26AB00,2011,2020,300,eneheuvel,23-09-11
26AB00,2011,2025,294,eneheuvel,23-09-11
26AB00,2011,2030,296,eneheuvel,23-09-11
26AB00,2011,2035,300,eneheuvel,23-09-11
26AB00,2011,2012,363,eneheuvel,23-09-11
26AB00,2011,2013,346,eneheuvel,23-09-11
26AB00,2011,2014,335,eneheuvel,23-09-11
26AB00,2011,2015,322,eneheuvel,23-09-11
26AC00,2010,2010,954,eneheuvel,23-09-11
26AC00,2011,2011,915,eneheuvel,23-09-11
26AC00,2011,2016,729,eneheuvel,23-09-11
26AC00,2011,2017,709,eneheuvel,23-09-11
26AC00,2011,2018,701,eneheuvel,23-09-11
26AC00,2011,2019,690,eneheuvel,23-09-11
26AC00,2011,2020,686,eneheuvel,23-09-11
26AC00,2011,2025,666,eneheuvel,23-09-11
26AC00,2011,2030,669,eneheuvel,23-09-11
26AC00,2011,2035,674,eneheuvel,23-09-11
26AC00,2011,2012,872,eneheuvel,23-09-11
26AC00,2011,2013,833,eneheuvel,23-09-11
26AC00,2011,2014,784,eneheuvel,23-09-11
26AC00,2011,2015,754,eneheuvel,23-09-11
26AD00,2010,2010,467,eneheuvel,23-09-11
26AD00,2011,2011,508,eneheuvel,23-09-11
26AD00,2011,2016,478,eneheuvel,23-09-11
26AD00,2011,2017,483,eneheuvel,23-09-11
26AD00,2011,2018,484,eneheuvel,23-09-11
26AD00,2011,2019,489,eneheuvel,23-09-11
26AD00,2011,2020,491,eneheuvel,23-09-11
26AD00,2011,2025,479,eneheuvel,23-09-11
26AD00,2011,2030,465,eneheuvel,23-09-11
26AD00,2011,2035,459,eneheuvel,23-09-11
26AD00,2011,2012,501,eneheuvel,23-09-11
26AD00,2011,2013,500,eneheuvel,23-09-11
26AD00,2011,2014,494,eneheuvel,23-09-11
26AD00,2011,2015,481,eneheuvel,23-09-11
26PD00,2010,2010,340,eneheuvel,23-09-11
26PD00,2011,2011,257,eneheuvel,23-09-11
26PD00,2011,2016,243,eneheuvel,23-09-11
26PD00,2011,2017,248,eneheuvel,23-09-11
26PD00,2011,2018,256,eneheuvel,23-09-11
26PD00,2011,2019,252,eneheuvel,23-09-11
26PD00,2011,2020,249,eneheuvel,23-09-11
26PD00,2011,2025,240,eneheuvel,23-09-11
26PD00,2011,2030,239,eneheuvel,23-09-11
26PD00,2011,2035,239,eneheuvel,23-09-11
26PD00,2011,2012,240,eneheuvel,23-09-11
26PD00,2011,2013,236,eneheuvel,23-09-11
26PD00,2011,2014,237,eneheuvel,23-09-11
26PD00,2011,2015,239,eneheuvel,23-09-11
26PE00,2010,2010,569,eneheuvel,23-09-11
26PE00,2011,2011,569,eneheuvel,23-09-11
26PE00,2011,2016,464,eneheuvel,23-09-11
26PE00,2011,2017,445,eneheuvel,23-09-11
26PE00,2011,2018,430,eneheuvel,23-09-11
26PE00,2011,2019,420,eneheuvel,23-09-11
26PE00,2011,2020,415,eneheuvel,23-09-11
26PE00,2011,2025,399,eneheuvel,23-09-11
26PE00,2011,2030,403,eneheuvel,23-09-11
26PE00,2011,2035,409,eneheuvel,23-09-11
26PE00,2011,2012,546,eneheuvel,23-09-11
26PE00,2011,2013,532,eneheuvel,23-09-11
26PE00,2011,2014,506,eneheuvel,23-09-11
26PE00,2011,2015,484,eneheuvel,23-09-11
26PF00,2010,2010,495,eneheuvel,23-09-11
26PF00,2011,2011,472,eneheuvel,23-09-11
26PF00,2011,2016,424,eneheuvel,23-09-11
26PF00,2011,2017,408,eneheuvel,23-09-11
26PF00,2011,2018,401,eneheuvel,23-09-11
26PF00,2011,2019,401,eneheuvel,23-09-11
26PF00,2011,2020,404,eneheuvel,23-09-11
26PF00,2011,2025,405,eneheuvel,23-09-11
26PF00,2011,2030,403,eneheuvel,23-09-11
26PF00,2011,2035,398,eneheuvel,23-09-11
26PF00,2011,2012,470,eneheuvel,23-09-11
26PF00,2011,2013,466,eneheuvel,23-09-11
26PF00,2011,2014,452,eneheuvel,23-09-11
26PF00,2011,2015,440,eneheuvel,23-09-11
26PG00,2010,2010,125,eneheuvel,23-09-11
26PG00,2011,2011,117,eneheuvel,23-09-11
26PG00,2011,2016,92,eneheuvel,23-09-11
26PG00,2011,2017,91,eneheuvel,23-09-11
26PG00,2011,2018,91,eneheuvel,23-09-11
26PG00,2011,2019,89,eneheuvel,23-09-11
26PG00,2011,2020,89,eneheuvel,23-09-11
26PG00,2011,2025,86,eneheuvel,23-09-11
26PG00,2011,2030,87,eneheuvel,23-09-11
26PG00,2011,2035,88,eneheuvel,23-09-11
26PG00,2011,2012,108,eneheuvel,23-09-11
26PG00,2011,2013,103,eneheuvel,23-09-11
26PG00,2011,2014,99,eneheuvel,23-09-11
26PG00,2011,2015,94,eneheuvel,23-09-11
26PH00,2010,2010,669,eneheuvel,23-09-11
26PH00,2011,2011,642,eneheuvel,23-09-11
26PH00,2011,2016,547,eneheuvel,23-09-11
26PH00,2011,2017,529,eneheuvel,23-09-11
26PH00,2011,2018,516,eneheuvel,23-09-11
26PH00,2011,2019,504,eneheuvel,23-09-11
26PH00,2011,2020,496,eneheuvel,23-09-11
26PH00,2011,2025,458,eneheuvel,23-09-11
26PH00,2011,2030,455,eneheuvel,23-09-11
26PH00,2011,2035,461,eneheuvel,23-09-11
26PH00,2011,2012,611,eneheuvel,23-09-11
26PH00,2011,2013,601,eneheuvel,23-09-11
26PH00,2011,2014,582,eneheuvel,23-09-11
26PH00,2011,2015,564,eneheuvel,23-09-11
26PW00,2010,2010,249,eneheuvel,23-09-11
26PW00,2011,2011,248,eneheuvel,23-09-11
26PW00,2011,2016,225,eneheuvel,23-09-11
26PW00,2011,2017,235,eneheuvel,23-09-11
26PW00,2011,2018,243,eneheuvel,23-09-11
26PW00,2011,2019,246,eneheuvel,23-09-11
26PW00,2011,2020,247,eneheuvel,23-09-11
26PW00,2011,2025,242,eneheuvel,23-09-11
26PW00,2011,2030,235,eneheuvel,23-09-11
26PW00,2011,2035,233,eneheuvel,23-09-11
26PW00,2011,2012,233,eneheuvel,23-09-11
26PW00,2011,2013,224,eneheuvel,23-09-11
26PW00,2011,2014,221,eneheuvel,23-09-11
26PW00,2011,2015,221,eneheuvel,23-09-11
26ZZ00,2010,2010,500,eneheuvel,23-09-11
26ZZ00,2011,2011,436,eneheuvel,23-09-11
26ZZ00,2011,2016,367,eneheuvel,23-09-11
26ZZ00,2011,2017,367,eneheuvel,23-09-11
26ZZ00,2011,2018,371,eneheuvel,23-09-11
26ZZ00,2011,2019,369,eneheuvel,23-09-11
26ZZ00,2011,2020,370,eneheuvel,23-09-11
26ZZ00,2011,2025,375,eneheuvel,23-09-11
26ZZ00,2011,2030,388,eneheuvel,23-09-11
26ZZ00,2011,2035,398,eneheuvel,23-09-11
26ZZ00,2011,2012,411,eneheuvel,23-09-11
26ZZ00,2011,2013,396,eneheuvel,23-09-11
26ZZ00,2011,2014,377,eneheuvel,23-09-11
26ZZ00,2011,2015,368,eneheuvel,23-09-11
27AA00,2010,2010,579,eneheuvel,23-09-11
27AA00,2011,2011,542,eneheuvel,23-09-11
27AA00,2011,2016,481,eneheuvel,23-09-11
27AA00,2011,2017,468,eneheuvel,23-09-11
27AA00,2011,2018,460,eneheuvel,23-09-11
27AA00,2011,2019,448,eneheuvel,23-09-11
27AA00,2011,2020,438,eneheuvel,23-09-11
27AA00,2011,2025,415,eneheuvel,23-09-11
27AA00,2011,2030,415,eneheuvel,23-09-11
27AA00,2011,2035,418,eneheuvel,23-09-11
27AA00,2011,2012,533,eneheuvel,23-09-11
27AA00,2011,2013,529,eneheuvel,23-09-11
27AA00,2011,2014,519,eneheuvel,23-09-11
27AA00,2011,2015,496,eneheuvel,23-09-11
27NU00,2010,2010,399,eneheuvel,23-09-11
27NU00,2011,2011,460,eneheuvel,23-09-11
27NU00,2011,2016,372,eneheuvel,23-09-11
27NU00,2011,2017,342,eneheuvel,23-09-11
27NU00,2011,2018,317,eneheuvel,23-09-11
27NU00,2011,2019,309,eneheuvel,23-09-11
27NU00,2011,2020,302,eneheuvel,23-09-11
27NU00,2011,2025,286,eneheuvel,23-09-11
27NU00,2011,2030,285,eneheuvel,23-09-11
27NU00,2011,2035,286,eneheuvel,23-09-11
27NU00,2011,2012,448,eneheuvel,23-09-11
27NU00,2011,2013,440,eneheuvel,23-09-11
27NU00,2011,2014,423,eneheuvel,23-09-11
27NU00,2011,2015,399,eneheuvel,23-09-11
27UB00,2010,2010,384,eneheuvel,23-09-11
27UB00,2011,2011,414,eneheuvel,23-09-11
27UB00,2011,2016,351,eneheuvel,23-09-11
27UB00,2011,2017,328,eneheuvel,23-09-11
27UB00,2011,2018,313,eneheuvel,23-09-11
27UB00,2011,2019,307,eneheuvel,23-09-11
27UB00,2011,2020,302,eneheuvel,23-09-11
27UB00,2011,2025,289,eneheuvel,23-09-11
27UB00,2011,2030,286,eneheuvel,23-09-11
27UB00,2011,2035,283,eneheuvel,23-09-11
27UB00,2011,2012,415,eneheuvel,23-09-11
