PrognLL_Brin,PrognLL_ImportJaar,PrognLL_PrognoseJaar,PrognLL_AantalLL,PrognLL_InvoerWie,PrognLL_InvoerWanneer
27UB00,2011,2013,410,eneheuvel,23-09-11
27UB00,2011,2014,392,eneheuvel,23-09-11
27UB00,2011,2015,371,eneheuvel,23-09-11
27XH00,2010,2010,291,eneheuvel,23-09-11
27XH00,2011,2011,299,eneheuvel,23-09-11
27XH00,2011,2016,412,eneheuvel,23-09-11
27XH00,2011,2017,423,eneheuvel,23-09-11
27XH00,2011,2018,418,eneheuvel,23-09-11
27XH00,2011,2019,408,eneheuvel,23-09-11
27XH00,2011,2020,394,eneheuvel,23-09-11
27XH00,2011,2025,331,eneheuvel,23-09-11
27XH00,2011,2030,293,eneheuvel,23-09-11
27XH00,2011,2035,283,eneheuvel,23-09-11
27XH00,2011,2012,323,eneheuvel,23-09-11
27XH00,2011,2013,353,eneheuvel,23-09-11
27XH00,2011,2014,372,eneheuvel,23-09-11
27XH00,2011,2015,395,eneheuvel,23-09-11
27XJ00,2010,2010,421,eneheuvel,23-09-11
27XJ00,2011,2011,494,eneheuvel,23-09-11
27XJ00,2011,2016,491,eneheuvel,23-09-11
27XJ00,2011,2017,462,eneheuvel,23-09-11
27XJ00,2011,2018,434,eneheuvel,23-09-11
27XJ00,2011,2019,411,eneheuvel,23-09-11
27XJ00,2011,2020,390,eneheuvel,23-09-11
27XJ00,2011,2025,309,eneheuvel,23-09-11
27XJ00,2011,2030,289,eneheuvel,23-09-11
27XJ00,2011,2035,296,eneheuvel,23-09-11
27XJ00,2011,2012,517,eneheuvel,23-09-11
27XJ00,2011,2013,536,eneheuvel,23-09-11
27XJ00,2011,2014,534,eneheuvel,23-09-11
27XJ00,2011,2015,517,eneheuvel,23-09-11
27YN00,2010,2010,367,eneheuvel,23-09-11
27YN00,2011,2011,406,eneheuvel,23-09-11
27YN00,2011,2016,543,eneheuvel,23-09-11
27YN00,2011,2017,514,eneheuvel,23-09-11
27YN00,2011,2018,463,eneheuvel,23-09-11
27YN00,2011,2019,451,eneheuvel,23-09-11
27YN00,2011,2020,436,eneheuvel,23-09-11
27YN00,2011,2025,365,eneheuvel,23-09-11
27YN00,2011,2030,322,eneheuvel,23-09-11
27YN00,2011,2035,312,eneheuvel,23-09-11
27YN00,2011,2012,452,eneheuvel,23-09-11
27YN00,2011,2013,503,eneheuvel,23-09-11
27YN00,2011,2014,536,eneheuvel,23-09-11
27YN00,2011,2015,545,eneheuvel,23-09-11
28AM00,2010,2010,413,eneheuvel,23-09-11
28AM00,2011,2011,445,eneheuvel,23-09-11
28AM00,2011,2016,449,eneheuvel,23-09-11
28AM00,2011,2017,434,eneheuvel,23-09-11
28AM00,2011,2018,416,eneheuvel,23-09-11
28AM00,2011,2019,393,eneheuvel,23-09-11
28AM00,2011,2020,370,eneheuvel,23-09-11
28AM00,2011,2025,282,eneheuvel,23-09-11
28AM00,2011,2030,259,eneheuvel,23-09-11
28AM00,2011,2035,265,eneheuvel,23-09-11
28AM00,2011,2012,456,eneheuvel,23-09-11
28AM00,2011,2013,473,eneheuvel,23-09-11
28AM00,2011,2014,476,eneheuvel,23-09-11
28AM00,2011,2015,464,eneheuvel,23-09-11
28BR00,2010,2010,45,eneheuvel,23-09-11
28DJ00,2010,2010,146,eneheuvel,23-09-11
29UB00,2010,2010,225,eneheuvel,23-09-11
29UB00,2011,2011,360,eneheuvel,23-09-11
29UB00,2011,2016,230,eneheuvel,23-09-11
29UB00,2011,2017,232,eneheuvel,23-09-11
29UB00,2011,2018,247,eneheuvel,23-09-11
29UB00,2011,2019,255,eneheuvel,23-09-11
29UB00,2011,2020,268,eneheuvel,23-09-11
29UB00,2011,2025,262,eneheuvel,23-09-11
29UB00,2011,2030,235,eneheuvel,23-09-11
29UB00,2011,2035,217,eneheuvel,23-09-11
29UB00,2011,2012,425,eneheuvel,23-09-11
29UB00,2011,2013,398,eneheuvel,23-09-11
29UB00,2011,2014,333,eneheuvel,23-09-11
29UB00,2011,2015,232,eneheuvel,23-09-11
29UN00,2010,2010,138,eneheuvel,23-09-11
29UN00,2011,2011,72,eneheuvel,23-09-11
29UN00,2011,2016,67,eneheuvel,23-09-11
29UN00,2011,2017,67,eneheuvel,23-09-11
29UN00,2011,2018,67,eneheuvel,23-09-11
29UN00,2011,2019,67,eneheuvel,23-09-11
29UN00,2011,2020,67,eneheuvel,23-09-11
29UN00,2011,2025,67,eneheuvel,23-09-11
29UN00,2011,2030,67,eneheuvel,23-09-11
29UN00,2011,2035,67,eneheuvel,23-09-11
29UN00,2011,2012,70,eneheuvel,23-09-11
29UN00,2011,2013,69,eneheuvel,23-09-11
29UN00,2011,2014,68,eneheuvel,23-09-11
29UN00,2011,2015,68,eneheuvel,23-09-11
29XC00,2010,2010,42,eneheuvel,23-09-11
29XC00,2011,2011,45,eneheuvel,23-09-11
29XC00,2011,2016,158,eneheuvel,23-09-11
29XC00,2011,2017,177,eneheuvel,23-09-11
29XC00,2011,2018,208,eneheuvel,23-09-11
29XC00,2011,2019,238,eneheuvel,23-09-11
29XC00,2011,2020,278,eneheuvel,23-09-11
29XC00,2011,2025,376,eneheuvel,23-09-11
29XC00,2011,2030,392,eneheuvel,23-09-11
29XC00,2011,2035,343,eneheuvel,23-09-11
29XC00,2011,2012,79,eneheuvel,23-09-11
29XC00,2011,2013,120,eneheuvel,23-09-11
29XC00,2011,2014,135,eneheuvel,23-09-11
29XC00,2011,2015,149,eneheuvel,23-09-11
29XT00,2010,2010,76,eneheuvel,23-09-11
29XT00,2011,2011,110,eneheuvel,23-09-11
29XT00,2011,2016,154,eneheuvel,23-09-11
29XT00,2011,2017,167,eneheuvel,23-09-11
29XT00,2011,2018,193,eneheuvel,23-09-11
29XT00,2011,2019,217,eneheuvel,23-09-11
29XT00,2011,2020,247,eneheuvel,23-09-11
29XT00,2011,2025,307,eneheuvel,23-09-11
29XT00,2011,2030,305,eneheuvel,23-09-11
29XT00,2011,2035,267,eneheuvel,23-09-11
29XT00,2011,2012,128,eneheuvel,23-09-11
29XT00,2011,2013,122,eneheuvel,23-09-11
29XT00,2011,2014,136,eneheuvel,23-09-11
29XT00,2011,2015,149,eneheuvel,23-09-11
29XU00,2010,2010,56,eneheuvel,23-09-11
29XU00,2011,2011,61,eneheuvel,23-09-11
29XU00,2011,2016,103,eneheuvel,23-09-11
29XU00,2011,2017,117,eneheuvel,23-09-11
29XU00,2011,2018,138,eneheuvel,23-09-11
29XU00,2011,2019,159,eneheuvel,23-09-11
29XU00,2011,2020,187,eneheuvel,23-09-11
29XU00,2011,2025,262,eneheuvel,23-09-11
29XU00,2011,2030,278,eneheuvel,23-09-11
29XU00,2011,2035,244,eneheuvel,23-09-11
29XU00,2011,2012,76,eneheuvel,23-09-11
29XU00,2011,2013,79,eneheuvel,23-09-11
29XU00,2011,2014,88,eneheuvel,23-09-11
29XU00,2011,2015,97,eneheuvel,23-09-11
29XX00,2010,2010,140,eneheuvel,23-09-11
29XX00,2011,2011,186,eneheuvel,23-09-11
29XX00,2011,2016,257,eneheuvel,23-09-11
29XX00,2011,2017,255,eneheuvel,23-09-11
29XX00,2011,2018,258,eneheuvel,23-09-11
29XX00,2011,2019,262,eneheuvel,23-09-11
29XX00,2011,2020,267,eneheuvel,23-09-11
29XX00,2011,2025,286,eneheuvel,23-09-11
29XX00,2011,2030,300,eneheuvel,23-09-11
29XX00,2011,2035,312,eneheuvel,23-09-11
29XX00,2011,2012,271,eneheuvel,23-09-11
29XX00,2011,2013,267,eneheuvel,23-09-11
29XX00,2011,2014,262,eneheuvel,23-09-11
29XX00,2011,2015,259,eneheuvel,23-09-11
30AJ00,2010,2010,58,eneheuvel,23-09-11
30AJ00,2011,2011,177,eneheuvel,23-09-11
30AJ00,2011,2016,189,eneheuvel,23-09-11
30AJ00,2011,2017,191,eneheuvel,23-09-11
30AJ00,2011,2018,206,eneheuvel,23-09-11
30AJ00,2011,2019,213,eneheuvel,23-09-11
30AJ00,2011,2020,225,eneheuvel,23-09-11
30AJ00,2011,2025,213,eneheuvel,23-09-11
30AJ00,2011,2030,184,eneheuvel,23-09-11
30AJ00,2011,2035,167,eneheuvel,23-09-11
30AJ00,2011,2012,188,eneheuvel,23-09-11
30AJ00,2011,2013,152,eneheuvel,23-09-11
30AJ00,2011,2014,180,eneheuvel,23-09-11
30AJ00,2011,2015,190,eneheuvel,23-09-11
06RM00,2011,2009,244,eneheuvel,26-09-11
12HU00,2011,2009,125,eneheuvel,26-09-11
12QK00,2011,2009,260,eneheuvel,26-09-11
12XA00,2011,2009,118,eneheuvel,26-09-11
13CW00,2011,2009,193,eneheuvel,26-09-11
13IF00,2011,2009,171,eneheuvel,26-09-11
13IU00,2011,2009,171,eneheuvel,26-09-11
13NH00,2011,2009,252,eneheuvel,26-09-11
13NU00,2011,2009,331,eneheuvel,26-09-11
14QC00,2011,2009,526,eneheuvel,26-09-11
15SJ00,2011,2009,306,eneheuvel,26-09-11
15ZL00,2011,2009,207,eneheuvel,26-09-11
15ZL01,2011,2009,178,eneheuvel,26-09-11
16KK00,2011,2009,381,eneheuvel,26-09-11
16LJ00,2011,2009,135,eneheuvel,26-09-11
16ML00,2011,2009,338,eneheuvel,26-09-11
16OC00,2011,2009,406,eneheuvel,26-09-11
16UK00,2011,2009,172,eneheuvel,26-09-11
16WV00,2011,2009,139,eneheuvel,26-09-11
16YS00,2011,2009,185,eneheuvel,26-09-11
16ZG00,2011,2009,153,eneheuvel,26-09-11
16ZX00,2011,2009,100,eneheuvel,26-09-11
17AK00,2011,2009,133,eneheuvel,26-09-11
17AV00,2011,2009,167,eneheuvel,26-09-11
17BP00,2011,2009,258,eneheuvel,26-09-11
17DA00,2011,2009,120,eneheuvel,26-09-11
17DK00,2011,2009,105,eneheuvel,26-09-11
17DV00,2011,2009,312,eneheuvel,26-09-11
17FI00,2011,2009,251,eneheuvel,26-09-11
17LP00,2011,2009,120,eneheuvel,26-09-11
17MH00,2011,2009,135,eneheuvel,26-09-11
21KO00,2011,2009,180,eneheuvel,26-09-11
21NC00,2011,2009,155,eneheuvel,26-09-11
21ND00,2011,2009,174,eneheuvel,26-09-11
22KP00,2011,2009,364,eneheuvel,26-09-11
22KQ00,2011,2009,169,eneheuvel,26-09-11
23EP00,2011,2009,61,eneheuvel,26-09-11
23ER00,2011,2009,163,eneheuvel,26-09-11
23ET00,2011,2009,214,eneheuvel,26-09-11
23EU00,2011,2009,227,eneheuvel,26-09-11
23EV00,2011,2009,325,eneheuvel,26-09-11
23EY00,2011,2009,356,eneheuvel,26-09-11
23ZU00,2011,2009,567,eneheuvel,26-09-11
23ZV00,2011,2009,288,eneheuvel,26-09-11
23ZW00,2011,2009,498,eneheuvel,26-09-11
23ZX00,2011,2009,334,eneheuvel,26-09-11
23ZY00,2011,2009,334,eneheuvel,26-09-11
24EJ00,2011,2009,230,eneheuvel,26-09-11
24FT00,2011,2009,215,eneheuvel,26-09-11
24MR00,2011,2009,287,eneheuvel,26-09-11
24RK00,2011,2009,178,eneheuvel,26-09-11
24UN00,2011,2009,259,eneheuvel,26-09-11
25CF00,2011,2009,216,eneheuvel,26-09-11
25KT00,2011,2009,602,eneheuvel,26-09-11
25KU00,2011,2009,430,eneheuvel,26-09-11
25KV00,2011,2009,374,eneheuvel,26-09-11
26AB00,2011,2009,437,eneheuvel,26-09-11
26AC00,2011,2009,964,eneheuvel,26-09-11
26AD00,2011,2009,506,eneheuvel,26-09-11
26PD00,2011,2009,434,eneheuvel,26-09-11
26PE00,2011,2009,601,eneheuvel,26-09-11
26PF00,2011,2009,472,eneheuvel,26-09-11
26PG00,2011,2009,157,eneheuvel,26-09-11
26PH00,2011,2009,670,eneheuvel,26-09-11
26PW00,2011,2009,291,eneheuvel,26-09-11
26ZZ00,2011,2009,509,eneheuvel,26-09-11
27AA00,2011,2009,585,eneheuvel,26-09-11
27NU00,2011,2009,367,eneheuvel,26-09-11
27UB00,2011,2009,323,eneheuvel,26-09-11
27XH00,2011,2009,285,eneheuvel,26-09-11
27XJ00,2011,2009,369,eneheuvel,26-09-11
27YN00,2011,2009,220,eneheuvel,26-09-11
28AM00,2011,2009,394,eneheuvel,26-09-11
28BR00,2011,2009,74,eneheuvel,26-09-11
28DJ00,2011,2009,187,eneheuvel,26-09-11
29UB00,2011,2009,85,eneheuvel,26-09-11
29UN00,2011,2009,82,eneheuvel,26-09-11
29XC00,2011,2009,11,eneheuvel,26-09-11
29XT00,2011,2009,22,eneheuvel,26-09-11
29XU00,2011,2009,12,eneheuvel,26-09-11
29XX00,2011,2009,91,eneheuvel,26-09-11
30AJ00,2011,2009,37,eneheuvel,26-09-11
06RM00,2011,2008,273,eneheuvel,26-09-11
12HU00,2011,2008,133,eneheuvel,26-09-11
12PM00,2011,2008,258,eneheuvel,26-09-11
12QK00,2011,2008,259,eneheuvel,26-09-11
12XA00,2011,2008,115,eneheuvel,26-09-11
13CW00,2011,2008,187,eneheuvel,26-09-11
13IF00,2011,2008,194,eneheuvel,26-09-11
13IU00,2011,2008,150,eneheuvel,26-09-11
13NH00,2011,2008,251,eneheuvel,26-09-11
13NU00,2011,2008,334,eneheuvel,26-09-11
14QC00,2011,2008,504,eneheuvel,26-09-11
15SJ00,2011,2008,301,eneheuvel,26-09-11
15ZL00,2011,2008,203,eneheuvel,26-09-11
15ZL01,2011,2008,159,eneheuvel,26-09-11
16KK00,2011,2008,422,eneheuvel,26-09-11
16LJ00,2011,2008,154,eneheuvel,26-09-11
16ML00,2011,2008,303,eneheuvel,26-09-11
16OC00,2011,2008,291,eneheuvel,26-09-11
16UK00,2011,2008,179,eneheuvel,26-09-11
16WV00,2011,2008,171,eneheuvel,26-09-11
16YS00,2011,2008,214,eneheuvel,26-09-11
16ZG00,2011,2008,163,eneheuvel,26-09-11
16ZX00,2011,2008,118,eneheuvel,26-09-11
17AK00,2011,2008,154,eneheuvel,26-09-11
17AV00,2011,2008,161,eneheuvel,26-09-11
17BP00,2011,2008,275,eneheuvel,26-09-11
17DA00,2011,2008,134,eneheuvel,26-09-11
17DK00,2011,2008,87,eneheuvel,26-09-11
17DV00,2011,2008,334,eneheuvel,26-09-11
17FI00,2011,2008,262,eneheuvel,26-09-11
17LP00,2011,2008,106,eneheuvel,26-09-11
17MH00,2011,2008,133,eneheuvel,26-09-11
21KO00,2011,2008,199,eneheuvel,26-09-11
21NC00,2011,2008,126,eneheuvel,26-09-11
21ND00,2011,2008,203,eneheuvel,26-09-11
22KP00,2011,2008,353,eneheuvel,26-09-11
22KQ00,2011,2008,198,eneheuvel,26-09-11
23EP00,2011,2008,90,eneheuvel,26-09-11
23ER00,2011,2008,183,eneheuvel,26-09-11
23ET00,2011,2008,237,eneheuvel,26-09-11
23EU00,2011,2008,243,eneheuvel,26-09-11
23EV00,2011,2008,370,eneheuvel,26-09-11
23EY00,2011,2008,383,eneheuvel,26-09-11
23ZU00,2011,2008,567,eneheuvel,26-09-11
23ZV00,2011,2008,312,eneheuvel,26-09-11
23ZW00,2011,2008,489,eneheuvel,26-09-11
23ZX00,2011,2008,321,eneheuvel,26-09-11
23ZY00,2011,2008,370,eneheuvel,26-09-11
24EJ00,2011,2008,227,eneheuvel,26-09-11
24FT00,2011,2008,206,eneheuvel,26-09-11
24MR00,2011,2008,322,eneheuvel,26-09-11
24RK00,2011,2008,170,eneheuvel,26-09-11
24UN00,2011,2008,315,eneheuvel,26-09-11
25CF00,2011,2008,253,eneheuvel,26-09-11
25KT00,2011,2008,620,eneheuvel,26-09-11
25KU00,2011,2008,439,eneheuvel,26-09-11
25KV00,2011,2008,426,eneheuvel,26-09-11
26AB00,2011,2008,443,eneheuvel,26-09-11
26AC00,2011,2008,986,eneheuvel,26-09-11
26AD00,2011,2008,512,eneheuvel,26-09-11
26PD00,2011,2008,476,eneheuvel,26-09-11
26PE00,2011,2008,602,eneheuvel,26-09-11
26PF00,2011,2008,440,eneheuvel,26-09-11
26PG00,2011,2008,169,eneheuvel,26-09-11
26PH00,2011,2008,646,eneheuvel,26-09-11
26PW00,2011,2008,301,eneheuvel,26-09-11
26ZZ00,2011,2008,523,eneheuvel,26-09-11
27AA00,2011,2008,573,eneheuvel,26-09-11
27NU00,2011,2008,358,eneheuvel,26-09-11
27UB00,2011,2008,315,eneheuvel,26-09-11
27XH00,2011,2008,274,eneheuvel,26-09-11
27XJ00,2011,2008,288,eneheuvel,26-09-11
27YN00,2011,2008,200,eneheuvel,26-09-11
28AM00,2011,2008,330,eneheuvel,26-09-11
28BR00,2011,2008,126,eneheuvel,26-09-11
28DJ00,2011,2008,178,eneheuvel,26-09-11
29UB00,2011,2008,26,eneheuvel,26-09-11
29UN00,2011,2008,74,eneheuvel,26-09-11
06RM00,2011,2007,285,eneheuvel,26-09-11
12HU00,2011,2007,147,eneheuvel,26-09-11
12PM00,2011,2007,225,eneheuvel,26-09-11
12QK00,2011,2007,283,eneheuvel,26-09-11
12XA00,2011,2007,132,eneheuvel,26-09-11
13CW00,2011,2007,204,eneheuvel,26-09-11
13IF00,2011,2007,177,eneheuvel,26-09-11
13IU00,2011,2007,157,eneheuvel,26-09-11
13NH00,2011,2007,231,eneheuvel,26-09-11
13NU00,2011,2007,333,eneheuvel,26-09-11
14QC00,2011,2007,468,eneheuvel,26-09-11
15SJ00,2011,2007,326,eneheuvel,26-09-11
15ZL00,2011,2007,197,eneheuvel,26-09-11
15ZL01,2011,2007,186,eneheuvel,26-09-11
16CK00,2011,2007,105,eneheuvel,26-09-11
16KK00,2011,2007,428,eneheuvel,26-09-11
16LJ00,2011,2007,163,eneheuvel,26-09-11
16ML00,2011,2007,283,eneheuvel,26-09-11
16OC00,2011,2007,306,eneheuvel,26-09-11
16UK00,2011,2007,181,eneheuvel,26-09-11
16WV00,2011,2007,170,eneheuvel,26-09-11
16YS00,2011,2007,187,eneheuvel,26-09-11
16ZG00,2011,2007,180,eneheuvel,26-09-11
16ZX00,2011,2007,148,eneheuvel,26-09-11
17AK00,2011,2007,149,eneheuvel,26-09-11
17AV00,2011,2007,164,eneheuvel,26-09-11
17BP00,2011,2007,314,eneheuvel,26-09-11
17DA00,2011,2007,144,eneheuvel,26-09-11
17DK00,2011,2007,103,eneheuvel,26-09-11
17DV00,2011,2007,309,eneheuvel,26-09-11
17FI00,2011,2007,280,eneheuvel,26-09-11
17LP00,2011,2007,132,eneheuvel,26-09-11
17MH00,2011,2007,167,eneheuvel,26-09-11
21KO00,2011,2007,226,eneheuvel,26-09-11
21NC00,2011,2007,118,eneheuvel,26-09-11
21ND00,2011,2007,233,eneheuvel,26-09-11
22KP00,2011,2007,383,eneheuvel,26-09-11
22KQ00,2011,2007,230,eneheuvel,26-09-11
23EP00,2011,2007,116,eneheuvel,26-09-11
23ER00,2011,2007,216,eneheuvel,26-09-11
23ET00,2011,2007,249,eneheuvel,26-09-11
23EU00,2011,2007,278,eneheuvel,26-09-11
23EV00,2011,2007,401,eneheuvel,26-09-11
23EY00,2011,2007,347,eneheuvel,26-09-11
23ZU00,2011,2007,589,eneheuvel,26-09-11
23ZV00,2011,2007,335,eneheuvel,26-09-11
23ZW00,2011,2007,473,eneheuvel,26-09-11
23ZX00,2011,2007,308,eneheuvel,26-09-11
23ZY00,2011,2007,406,eneheuvel,26-09-11
24EJ00,2011,2007,287,eneheuvel,26-09-11
24FT00,2011,2007,226,eneheuvel,26-09-11
24MR00,2011,2007,385,eneheuvel,26-09-11
24RK00,2011,2007,209,eneheuvel,26-09-11
24UN00,2011,2007,337,eneheuvel,26-09-11
25CF00,2011,2007,313,eneheuvel,26-09-11
25KT00,2011,2007,560,eneheuvel,26-09-11
25KU00,2011,2007,434,eneheuvel,26-09-11
25KV00,2011,2007,434,eneheuvel,26-09-11
26AB00,2011,2007,468,eneheuvel,26-09-11
26AC00,2011,2007,964,eneheuvel,26-09-11
26AD00,2011,2007,488,eneheuvel,26-09-11
26PD00,2011,2007,547,eneheuvel,26-09-11
26PE00,2011,2007,575,eneheuvel,26-09-11
26PF00,2011,2007,435,eneheuvel,26-09-11
26PG00,2011,2007,193,eneheuvel,26-09-11
26PH00,2011,2007,654,eneheuvel,26-09-11
26PW00,2011,2007,303,eneheuvel,26-09-11
26ZZ00,2011,2007,488,eneheuvel,26-09-11
27AA00,2011,2007,501,eneheuvel,26-09-11
27NU00,2011,2007,308,eneheuvel,26-09-11
27UB00,2011,2007,249,eneheuvel,26-09-11
27XH00,2011,2007,195,eneheuvel,26-09-11
27XJ00,2011,2007,250,eneheuvel,26-09-11
27YN00,2011,2007,149,eneheuvel,26-09-11
28AM00,2011,2007,239,eneheuvel,26-09-11
28BR00,2011,2007,107,eneheuvel,26-09-11
28DJ00,2011,2007,134,eneheuvel,26-09-11
06RM00,2011,2006,251,eneheuvel,26-09-11
12HU00,2011,2006,156,eneheuvel,26-09-11
12PM00,2011,2006,209,eneheuvel,26-09-11
12QK00,2011,2006,303,eneheuvel,26-09-11
12XA00,2011,2006,130,eneheuvel,26-09-11
13CW00,2011,2006,242,eneheuvel,26-09-11
13IF00,2011,2006,186,eneheuvel,26-09-11
13IU00,2011,2006,164,eneheuvel,26-09-11
13NH00,2011,2006,211,eneheuvel,26-09-11
13NU00,2011,2006,337,eneheuvel,26-09-11
14QC00,2011,2006,444,eneheuvel,26-09-11
15SJ00,2011,2006,353,eneheuvel,26-09-11
15ZL00,2011,2006,200,eneheuvel,26-09-11
15ZL01,2011,2006,179,eneheuvel,26-09-11
16CK00,2011,2006,93,eneheuvel,26-09-11
16KK00,2011,2006,440,eneheuvel,26-09-11
16LJ00,2011,2006,170,eneheuvel,26-09-11
16ML00,2011,2006,295,eneheuvel,26-09-11
16OC00,2011,2006,308,eneheuvel,26-09-11
16UK00,2011,2006,168,eneheuvel,26-09-11
16WV00,2011,2006,167,eneheuvel,26-09-11
16YS00,2011,2006,191,eneheuvel,26-09-11
16ZG00,2011,2006,190,eneheuvel,26-09-11
16ZX00,2011,2006,217,eneheuvel,26-09-11
17AK00,2011,2006,173,eneheuvel,26-09-11
17AV00,2011,2006,174,eneheuvel,26-09-11
17BP00,2011,2006,302,eneheuvel,26-09-11
17DA00,2011,2006,157,eneheuvel,26-09-11
17DK00,2011,2006,119,eneheuvel,26-09-11
17DV00,2011,2006,317,eneheuvel,26-09-11
17FI00,2011,2006,305,eneheuvel,26-09-11
17LP00,2011,2006,149,eneheuvel,26-09-11
17MH00,2011,2006,205,eneheuvel,26-09-11
21KO00,2011,2006,244,eneheuvel,26-09-11
21NC00,2011,2006,118,eneheuvel,26-09-11
21ND00,2011,2006,266,eneheuvel,26-09-11
22KP00,2011,2006,397,eneheuvel,26-09-11
22KQ00,2011,2006,260,eneheuvel,26-09-11
23EP00,2011,2006,160,eneheuvel,26-09-11
23ER00,2011,2006,220,eneheuvel,26-09-11
23ET00,2011,2006,270,eneheuvel,26-09-11
23EU00,2011,2006,299,eneheuvel,26-09-11
23EV00,2011,2006,415,eneheuvel,26-09-11
23EY00,2011,2006,348,eneheuvel,26-09-11
23ZU00,2011,2006,572,eneheuvel,26-09-11
23ZV00,2011,2006,369,eneheuvel,26-09-11
23ZW00,2011,2006,463,eneheuvel,26-09-11
23ZX00,2011,2006,303,eneheuvel,26-09-11
23ZY00,2011,2006,418,eneheuvel,26-09-11
24EJ00,2011,2006,271,eneheuvel,26-09-11
24FT00,2011,2006,228,eneheuvel,26-09-11
24MR00,2011,2006,469,eneheuvel,26-09-11
24RK00,2011,2006,207,eneheuvel,26-09-11
24UN00,2011,2006,339,eneheuvel,26-09-11
25CF00,2011,2006,350,eneheuvel,26-09-11
25KT00,2011,2006,550,eneheuvel,26-09-11
25KU00,2011,2006,439,eneheuvel,26-09-11
25KV00,2011,2006,445,eneheuvel,26-09-11
26AB00,2011,2006,512,eneheuvel,26-09-11
26AC00,2011,2006,867,eneheuvel,26-09-11
26AD00,2011,2006,462,eneheuvel,26-09-11
26PD00,2011,2006,550,eneheuvel,26-09-11
26PE00,2011,2006,555,eneheuvel,26-09-11
26PF00,2011,2006,447,eneheuvel,26-09-11
26PG00,2011,2006,226,eneheuvel,26-09-11
26PH00,2011,2006,572,eneheuvel,26-09-11
26PW00,2011,2006,307,eneheuvel,26-09-11
26ZZ00,2011,2006,472,eneheuvel,26-09-11
27AA00,2011,2006,484,eneheuvel,26-09-11
27NU00,2011,2006,303,eneheuvel,26-09-11
27UB00,2011,2006,216,eneheuvel,26-09-11
27XH00,2011,2006,93,eneheuvel,26-09-11
27XJ00,2011,2006,223,eneheuvel,26-09-11
27YN00,2011,2006,104,eneheuvel,26-09-11
28AM00,2011,2006,109,eneheuvel,26-09-11
28BR00,2011,2006,85,eneheuvel,26-09-11
